1.4614e-02,1.8071e-02,2.6866e-02,3.7372e-02,2.5556e-02
1.3279e-02,1.6398e-02,2.4823e-02,3.4732e-02,2.9356e-02
1.3223e-02,1.8175e-02,2.6010e-02,3.5590e-02,2.6928e-02
1.4536e-02,1.6502e-02,2.3229e-02,3.3084e-02,3.0728e-02
1.5072e-02,1.7293e-02,2.6483e-02,3.7593e-02,2.8568e-02
1.3673e-02,1.5607e-02,2.4287e-02,3.3667e-02,2.6194e-02
1.3384e-02,1.7530e-02,2.2550e-02,3.4203e-02,2.5787e-02
1.4718e-02,1.5897e-02,2.5445e-02,3.7057e-02,2.8890e-02
1.4225e-02,1.8302e-02,2.4871e-02,3.2119e-02,2.9635e-02
1.2805e-02,1.6681e-02,2.7105e-02,3.6554e-02,2.7936e-02
1.2751e-02,1.7124e-02,2.4440e-02,3.7184e-02,3.0101e-02
1.4150e-02,1.5464e-02,2.7249e-02,3.4973e-02,2.7041e-02
1.4943e-02,1.7901e-02,2.3076e-02,3.6052e-02,2.6424e-02
1.3630e-02,1.6255e-02,2.5244e-02,3.1831e-02,2.8166e-02
1.3941e-02,1.8601e-02,2.6646e-02,3.2582e-02,2.9131e-02
1.5361e-02,1.6902e-02,2.3799e-02,3.5301e-02,2.5374e-02
1.4439e-02,1.7726e-02,2.5904e-02,3.3794e-02,2.7319e-02
1.3105e-02,1.6014e-02,2.3622e-02,3.8363e-02,2.9736e-02
1.3126e-02,1.7036e-02,2.5718e-02,3.4913e-02,2.8402e-02
1.4461e-02,1.5350e-02,2.3521e-02,3.7204e-02,2.6017e-02
1.5340e-02,1.8015e-02,2.6775e-02,3.1838e-02,2.6762e-02
1.3920e-02,1.6343e-02,2.3995e-02,3.5978e-02,3.0551e-02
1.3652e-02,1.8461e-02,2.2880e-02,3.5228e-02,2.9458e-02
1.4965e-02,1.6841e-02,2.5115e-02,3.2588e-02,2.7770e-02
1.4129e-02,1.7787e-02,2.4541e-02,3.8383e-02,2.5610e-02
1.2730e-02,1.6154e-02,2.7436e-02,3.3734e-02,2.8724e-02
1.2826e-02,1.8054e-02,2.4761e-02,3.3158e-02,2.6601e-02
1.4247e-02,1.6408e-02,2.6928e-02,3.5583e-02,2.8332e-02
1.4697e-02,1.7387e-02,2.2756e-02,3.3647e-02,3.0278e-02
1.3362e-02,1.5728e-02,2.5565e-02,3.7653e-02,2.7159e-02
1.3695e-02,1.7462e-02,2.6364e-02,3.7117e-02,2.7485e-02
1.5093e-02,1.5751e-02,2.4081e-02,3.4183e-02,2.9913e-02
1.4514e-02,1.8448e-02,2.6187e-02,3.6548e-02,2.9297e-02
1.3201e-02,1.6749e-02,2.3340e-02,3.2193e-02,2.5551e-02
1.3301e-02,1.8344e-02,2.7053e-02,3.8196e-02,3.0669e-02
1.4635e-02,1.6645e-02,2.4923e-02,3.3975e-02,2.6923e-02
1.5171e-02,1.7566e-02,2.5345e-02,3.5040e-02,2.6114e-02
1.3751e-02,1.5855e-02,2.2650e-02,3.2829e-02,2.8541e-02
1.3483e-02,1.7283e-02,2.4378e-02,3.1650e-02,2.8906e-02
1.4796e-02,1.5624e-02,2.6392e-02,3.6219e-02,2.5835e-02
1.4303e-02,1.8158e-02,2.3292e-02,3.4725e-02,2.7973e-02
1.2904e-02,1.6512e-02,2.5947e-02,3.7445e-02,2.9704e-02
1.2657e-02,1.7683e-02,2.3722e-02,3.6306e-02,2.6982e-02
1.4078e-02,1.6050e-02,2.5804e-02,3.2381e-02,3.0096e-02
1.4871e-02,1.8565e-02,2.3852e-02,3.6876e-02,2.8086e-02
1.3536e-02,1.6945e-02,2.6593e-02,3.4370e-02,2.6398e-02
1.3869e-02,1.7911e-02,2.5182e-02,3.3406e-02,2.5390e-02
1.5267e-02,1.6239e-02,2.3139e-02,3.7840e-02,2.9179e-02
1.4346e-02,1.7140e-02,2.7158e-02,3.2917e-02,2.9774e-02
1.3033e-02,1.5454e-02,2.4531e-02,3.6273e-02,2.7389e-02
1.2987e-02,1.7940e-02,2.2780e-02,3.7485e-02,2.8852e-02
1.4386e-02,1.6320e-02,2.5522e-02,3.4632e-02,2.5738e-02
1.5222e-02,1.7059e-02,2.4794e-02,3.6125e-02,2.7727e-02
1.3909e-02,1.5425e-02,2.6876e-02,3.1691e-02,2.9415e-02
1.3491e-02,1.7765e-02,2.6086e-02,3.2655e-02,3.0422e-02
1.4911e-02,1.6079e-02,2.3459e-02,3.5161e-02,2.6633e-02
1.4032e-02,1.8536e-02,2.6254e-02,3.4096e-02,2.6060e-02
1.2698e-02,1.6863e-02,2.4210e-02,3.8021e-02,2.8445e-02
1.2944e-02,1.7358e-02,2.6723e-02,3.5730e-02,2.5508e-02
1.4257e-02,1.5646e-02,2.4029e-02,3.3010e-02,2.9254e-02
1.4836e-02,1.8136e-02,2.5675e-02,3.7934e-02,3.0042e-02
1.3437e-02,1.6437e-02,2.3545e-02,3.3365e-02,2.7614e-02
1.3791e-02,1.8367e-02,2.4670e-02,3.4544e-02,2.7250e-02
1.5125e-02,1.6720e-02,2.7326e-02,3.6755e-02,3.0321e-02
1.4675e-02,1.7491e-02,2.3000e-02,3.2260e-02,2.8204e-02
1.3255e-02,1.5832e-02,2.5014e-02,3.6481e-02,2.6473e-02
1.3161e-02,1.7595e-02,2.3828e-02,3.3908e-02,2.9576e-02
1.4560e-02,1.5936e-02,2.6637e-02,3.8263e-02,2.7845e-02
1.5053e-02,1.8263e-02,2.3689e-02,3.2468e-02,2.5878e-02
1.3740e-02,1.6616e-02,2.5857e-02,3.5402e-02,2.8949e-02
1.3322e-02,1.8240e-02,2.7259e-02,3.5938e-02,2.8670e-02
1.4742e-02,1.6541e-02,2.4411e-02,3.1932e-02,2.6242e-02
1.4206e-02,1.7254e-02,2.5292e-02,3.7298e-02,2.6880e-02
1.2872e-02,1.5542e-02,2.3009e-02,3.4873e-02,3.0626e-02
1.2775e-02,1.8640e-02,2.5397e-02,3.2019e-02,2.7432e-02
1.4088e-02,1.6967e-02,2.2617e-02,3.6668e-02,2.9817e-02
1.5010e-02,1.7661e-02,2.7096e-02,3.4303e-02,2.9050e-02
1.3611e-02,1.5975e-02,2.4900e-02,3.6943e-02,2.5261e-02
1.3965e-02,1.7163e-02,2.3163e-02,3.7693e-02,2.6355e-02
1.5300e-02,1.5529e-02,2.6058e-02,3.3553e-02,2.8043e-02
1.4506e-02,1.7836e-02,2.4258e-02,3.5636e-02,3.0224e-02
1.3086e-02,1.6216e-02,2.6493e-02,3.3198e-02,2.7110e-02
1.3097e-02,1.7430e-02,2.3306e-02,3.5348e-02,3.0540e-02
1.4496e-02,1.5783e-02,2.5933e-02,3.2521e-02,2.6794e-02
1.5289e-02,1.8428e-02,2.4364e-02,3.8316e-02,2.5985e-02
1.3976e-02,1.6769e-02,2.6407e-02,3.3854e-02,2.8413e-02
1.3601e-02,1.8087e-02,2.5368e-02,3.4819e-02,2.8691e-02
1.5021e-02,1.6375e-02,2.2627e-02,3.7351e-02,2.5620e-02
1.4099e-02,1.7407e-02,2.7029e-02,3.1985e-02,2.7759e-02
1.2765e-02,1.5708e-02,2.4947e-02,3.5884e-02,2.9490e-02
1.2883e-02,1.8494e-02,2.7172e-02,3.6996e-02,2.7196e-02
1.4196e-02,1.6808e-02,2.4517e-02,3.4250e-02,3.0310e-02
1.4732e-02,1.7807e-02,2.5167e-02,3.6615e-02,2.8300e-02
1.3333e-02,1.6134e-02,2.3153e-02,3.2072e-02,2.6612e-02
1.3729e-02,1.7003e-02,2.3875e-02,3.3252e-02,2.5519e-02
1.5064e-02,1.5383e-02,2.6570e-02,3.5435e-02,2.9308e-02
1.4571e-02,1.7996e-02,2.3698e-02,3.3499e-02,2.9903e-02
1.3151e-02,1.6362e-02,2.5828e-02,3.7747e-02,2.7518e-02
1.3266e-02,1.7892e-02,2.4565e-02,3.1744e-02,2.8531e-02
1.4665e-02,1.6258e-02,2.7412e-02,3.6072e-02,2.6146e-02
1.5115e-02,1.7107e-02,2.2856e-02,3.4578e-02,2.6891e-02
1.3802e-02,1.5487e-02,2.5139e-02,3.7539e-02,3.0680e-02
1.3427e-02,1.7703e-02,2.6790e-02,3.8075e-02,2.9672e-02
1.4847e-02,1.6030e-02,2.3981e-02,3.4042e-02,2.7984e-02
1.4268e-02,1.8598e-02,2.5703e-02,3.5107e-02,2.5824e-02
1.2933e-02,1.6912e-02,2.3536e-02,3.2709e-02,2.8938e-02
1.2708e-02,1.7303e-02,2.6211e-02,3.3312e-02,2.6387e-02
1.4021e-02,1.5604e-02,2.3316e-02,3.7988e-02,2.8118e-02
1.4900e-02,1.8191e-02,2.6340e-02,3.3064e-02,3.0063e-02
1.3502e-02,1.6479e-02,2.4105e-02,3.5677e-02,2.6992e-02
1.3898e-02,1.8324e-02,2.2770e-02,3.6427e-02,2.7357e-02
1.5233e-02,1.6665e-02,2.5550e-02,3.2314e-02,2.9785e-02
1.4397e-02,1.7534e-02,2.4746e-02,3.6809e-02,2.9168e-02
1.2976e-02,1.5887e-02,2.6943e-02,3.4491e-02,2.5422e-02
1.3022e-02,1.8399e-02,2.5268e-02,3.2776e-02,2.9447e-02
1.4356e-02,1.6688e-02,2.3033e-02,3.5094e-02,2.7716e-02
1.5278e-02,1.7511e-02,2.7283e-02,3.4029e-02,2.5749e-02
1.3858e-02,1.5812e-02,2.4387e-02,3.8142e-02,2.8820e-02
1.3547e-02,1.7325e-02,2.3675e-02,3.7392e-02,2.8456e-02
1.4860e-02,1.5679e-02,2.5871e-02,3.4779e-02,2.6028e-02
1.4067e-02,1.8116e-02,2.3842e-02,3.5770e-02,2.6666e-02
1.2668e-02,1.6457e-02,2.6622e-02,3.1597e-02,3.0412e-02
1.2893e-02,1.7732e-02,2.4234e-02,3.4424e-02,2.7646e-02
1.4314e-02,1.6112e-02,2.6517e-02,3.6822e-02,3.0031e-02
1.4807e-02,1.8516e-02,2.3186e-02,3.2327e-02,2.9265e-02
1.3472e-02,1.6883e-02,2.6034e-02,3.6360e-02,2.5476e-02
1.3762e-02,1.7973e-02,2.7082e-02,3.5824e-02,2.6483e-02
1.5160e-02,1.6287e-02,2.4914e-02,3.2863e-02,2.8172e-02
1.4624e-02,1.7078e-02,2.5412e-02,3.7787e-02,3.0353e-02
1.3311e-02,1.5406e-02,2.2603e-02,3.3459e-02,2.7239e-02
1.3191e-02,1.7182e-02,2.6239e-02,3.6032e-02,2.8981e-02
1.4525e-02,1.5510e-02,2.4225e-02,3.1784e-02,2.5867e-02
1.5104e-02,1.7869e-02,2.6101e-02,3.7150e-02,2.7855e-02
1.3684e-02,1.6183e-02,2.3445e-02,3.4967e-02,2.9544e-02
1.3373e-02,1.8620e-02,2.4770e-02,3.3787e-02,3.0637e-02
1.4686e-02,1.6987e-02,2.6900e-02,3.8330e-02,2.6848e-02
1.4236e-02,1.7628e-02,2.2804e-02,3.2535e-02,2.6274e-02
1.2837e-02,1.6008e-02,2.5498e-02,3.5281e-02,2.8659e-02
1.2719e-02,1.8220e-02,2.2985e-02,3.7599e-02,2.5294e-02
1.4139e-02,1.6561e-02,2.5029e-02,3.3700e-02,2.9040e-02
1.4975e-02,1.7221e-02,2.4684e-02,3.5489e-02,2.9828e-02
1.3641e-02,1.5575e-02,2.7311e-02,3.3104e-02,2.7400e-02
1.3930e-02,1.7615e-02,2.5651e-02,3.2139e-02,2.7121e-02
1.5329e-02,1.5916e-02,2.3569e-02,3.6601e-02,3.0192e-02
1.4450e-02,1.8295e-02,2.6747e-02,3.4236e-02,2.8075e-02
1.3137e-02,1.6584e-02,2.4005e-02,3.7063e-02,2.6344e-02
1.3116e-02,1.8126e-02,2.6560e-02,3.3613e-02,2.7678e-02
1.4429e-02,1.6440e-02,2.3904e-02,3.7646e-02,2.9377e-02
1.5351e-02,1.7342e-02,2.5780e-02,3.3138e-02,2.8804e-02
1.3952e-02,1.5669e-02,2.3765e-02,3.5536e-02,2.5701e-02
1.3619e-02,1.7469e-02,2.4488e-02,3.6501e-02,2.6108e-02
1.4954e-02,1.5848e-02,2.7182e-02,3.2173e-02,2.8482e-02
1.4161e-02,1.8363e-02,2.3086e-02,3.7110e-02,3.0471e-02
1.2741e-02,1.6730e-02,2.5215e-02,3.4149e-02,2.6671e-02
1.2816e-02,1.7068e-02,2.2694e-02,3.1885e-02,2.9994e-02
1.4214e-02,1.5422e-02,2.5321e-02,3.5998e-02,2.7577e-02
1.4707e-02,1.7957e-02,2.4976e-02,3.4920e-02,2.5460e-02
1.3394e-02,1.6297e-02,2.7019e-02,3.7238e-02,2.9217e-02
1.3662e-02,1.8559e-02,2.5981e-02,3.8417e-02,2.8252e-02
1.5083e-02,1.6847e-02,2.3239e-02,3.3741e-02,2.6510e-02
1.4547e-02,1.7768e-02,2.6416e-02,3.5248e-02,2.7298e-02
1.3212e-02,1.6069e-02,2.4335e-02,3.2635e-02,3.0358e-02
1.3290e-02,1.7664e-02,2.5598e-02,3.6923e-02,2.5926e-02
1.4603e-02,1.5965e-02,2.2703e-02,3.4390e-02,2.8986e-02
1.5182e-02,1.8663e-02,2.6952e-02,3.6313e-02,2.9624e-02
1.3783e-02,1.6951e-02,2.4718e-02,3.2414e-02,2.7882e-02
1.3451e-02,1.7853e-02,2.3383e-02,3.2950e-02,2.6832e-02
1.4785e-02,1.6193e-02,2.6163e-02,3.5777e-02,3.0589e-02
1.4335e-02,1.7172e-02,2.4134e-02,3.3426e-02,2.8622e-02
1.2915e-02,1.5526e-02,2.6330e-02,3.7887e-02,2.6205e-02
1.2647e-02,1.8259e-02,2.3952e-02,3.5007e-02,2.9099e-02
1.4046e-02,1.6626e-02,2.6799e-02,3.2823e-02,2.5299e-02
1.4882e-02,1.7573e-02,2.3469e-02,3.8175e-02,2.7480e-02
1.3569e-02,1.5952e-02,2.5751e-02,3.3928e-02,2.9854e-02
1.3837e-02,1.7238e-02,2.7402e-02,3.4678e-02,3.0176e-02
1.5257e-02,1.5565e-02,2.4593e-02,3.7425e-02,2.7073e-02
1.4378e-02,1.8230e-02,2.5091e-02,3.1644e-02,2.6306e-02
1.3043e-02,1.6544e-02,2.2923e-02,3.6186e-02,2.8005e-02
1.2998e-02,1.7364e-02,2.4847e-02,3.7901e-02,2.6714e-02
1.4418e-02,1.5744e-02,2.7129e-02,3.3359e-02,3.0514e-02
1.5211e-02,1.8051e-02,2.2574e-02,3.5710e-02,2.8354e-02
1.3877e-02,1.6418e-02,2.5421e-02,3.2963e-02,2.5980e-02
1.3523e-02,1.8438e-02,2.6469e-02,3.2213e-02,2.5658e-02
1.4922e-02,1.6753e-02,2.4301e-02,3.6460e-02,2.8761e-02
1.4000e-02,1.7446e-02,2.6024e-02,3.4538e-02,2.9506e-02
1.2687e-02,1.5773e-02,2.3215e-02,3.6722e-02,2.7807e-02
1.2955e-02,1.8038e-02,2.5880e-02,3.6172e-02,3.0229e-02
1.4289e-02,1.6326e-02,2.3646e-02,3.1711e-02,2.7169e-02
1.4825e-02,1.7039e-02,2.6670e-02,3.7492e-02,2.6553e-02
1.3405e-02,1.5341e-02,2.3775e-02,3.4665e-02,2.8295e-02
1.3823e-02,1.7797e-02,2.3062e-02,3.4129e-02,2.9345e-02
1.5136e-02,1.6151e-02,2.5258e-02,3.8028e-02,2.5588e-02
1.4643e-02,1.8477e-02,2.4454e-02,3.2675e-02,2.7534e-02
1.3244e-02,1.6818e-02,2.7235e-02,3.5208e-02,2.9951e-02
1.3172e-02,1.8581e-02,2.3598e-02,3.4350e-02,2.6162e-02
1.4592e-02,1.6922e-02,2.5641e-02,3.6963e-02,2.8579e-02
1.5042e-02,1.7693e-02,2.4072e-02,3.2026e-02,3.0717e-02
1.3708e-02,1.6047e-02,2.6699e-02,3.6702e-02,2.6960e-02
1.3354e-02,1.7143e-02,2.5038e-02,3.5523e-02,2.7925e-02
1.4753e-02,1.5445e-02,2.2957e-02,3.3205e-02,2.9667e-02
1.4174e-02,1.7934e-02,2.7359e-02,3.7713e-02,2.8858e-02
1.2861e-02,1.6222e-02,2.4617e-02,3.3600e-02,2.5797e-02
1.2786e-02,1.7550e-02,2.6852e-02,3.2434e-02,2.8134e-02
1.4121e-02,1.5877e-02,2.4837e-02,3.5395e-02,2.6435e-02
1.5000e-02,1.8334e-02,2.5488e-02,3.3888e-02,2.7030e-02
1.3579e-02,1.6649e-02,2.2832e-02,3.8216e-02,3.0133e-02
1.3997e-02,1.8155e-02,2.4158e-02,3.7251e-02,2.9726e-02
1.5310e-02,1.6522e-02,2.6287e-02,3.4853e-02,2.7352e-02
1.4474e-02,1.7260e-02,2.3416e-02,3.5931e-02,2.5342e-02
1.3076e-02,1.5640e-02,2.6110e-02,3.1898e-02,2.9142e-02
