2.5029e-02,3.4163e-02,2.1405e-02,2.9862e-02
2.2438e-02,3.5429e-02,1.9698e-02,3.0477e-02
2.2829e-02,3.2990e-02,2.0291e-02,2.7112e-02
2.5530e-02,3.6869e-02,1.8599e-02,3.2492e-02
2.5971e-02,3.1878e-02,1.9384e-02,3.1562e-02
2.3858e-02,3.8303e-02,2.1474e-02,2.8042e-02
2.1997e-02,3.4096e-02,1.8515e-02,3.1384e-02
2.4000e-02,3.6246e-02,2.0620e-02,2.8955e-02
2.4152e-02,3.3781e-02,1.9571e-02,3.2601e-02
2.2149e-02,3.5918e-02,2.1279e-02,2.7784e-02
2.3706e-02,3.1764e-02,1.8725e-02,3.0207e-02
2.5819e-02,3.8202e-02,2.0417e-02,2.9443e-02
2.5672e-02,3.3118e-02,2.1593e-02,2.8880e-02
2.2971e-02,3.6956e-02,1.9502e-02,3.0769e-02
2.2296e-02,3.4464e-02,2.0501e-02,2.8323e-02
2.4887e-02,3.5837e-02,1.8396e-02,3.2033e-02
2.4643e-02,3.2180e-02,2.0903e-02,3.1125e-02
2.2530e-02,3.7733e-02,1.8231e-02,2.9259e-02
2.3325e-02,3.3365e-02,2.1772e-02,3.1682e-02
2.5328e-02,3.6387e-02,1.9085e-02,2.7967e-02
2.6063e-02,3.4933e-02,1.8882e-02,2.7405e-02
2.3472e-02,3.5355e-02,2.0008e-02,3.2245e-02
2.1795e-02,3.2649e-02,1.9996e-02,2.9799e-02
2.4496e-02,3.7372e-02,2.1106e-02,3.0586e-02
2.4446e-02,3.2253e-02,1.9766e-02,2.9213e-02
2.1855e-02,3.7820e-02,2.1091e-02,3.1171e-02
2.3412e-02,3.3613e-02,1.8898e-02,2.7921e-02
2.6113e-02,3.6621e-02,2.0237e-02,3.1728e-02
2.5378e-02,3.4645e-02,2.1910e-02,3.2291e-02
2.3265e-02,3.5054e-02,1.9192e-02,2.7359e-02
2.2718e-02,3.2615e-02,2.0796e-02,3.0632e-02
2.4593e-02,3.7351e-02,1.8094e-02,2.9753e-02
2.4937e-02,3.4082e-02,2.0731e-02,2.7738e-02
2.2236e-02,3.6206e-02,1.8411e-02,3.2647e-02
2.3031e-02,3.1784e-02,2.1577e-02,2.9397e-02
2.5622e-02,3.8236e-02,1.9273e-02,3.0253e-02
2.5769e-02,3.3030e-02,1.8587e-02,3.0815e-02
2.3766e-02,3.6882e-02,2.0310e-02,2.8834e-02
2.2089e-02,3.4230e-02,1.9678e-02,3.2107e-02
2.4202e-02,3.5523e-02,2.1416e-02,2.8277e-02
2.4060e-02,3.4558e-02,1.8285e-02,3.0523e-02
2.1947e-02,3.5770e-02,2.0605e-02,2.9816e-02
2.3908e-02,3.3131e-02,1.9399e-02,3.2538e-02
2.5911e-02,3.6996e-02,2.1704e-02,2.7066e-02
2.5470e-02,3.1697e-02,2.0444e-02,2.7996e-02
2.2879e-02,3.8108e-02,1.8706e-02,3.1608e-02
2.2388e-02,3.3741e-02,2.1298e-02,2.8909e-02
2.5089e-02,3.5904e-02,1.9560e-02,3.1430e-02
2.4735e-02,3.2742e-02,2.1210e-02,3.1987e-02
2.2732e-02,3.7439e-02,1.9782e-02,2.8352e-02
2.3123e-02,3.4946e-02,2.0119e-02,3.1074e-02
2.5236e-02,3.5395e-02,1.8779e-02,2.8530e-02
2.6265e-02,3.3298e-02,1.9066e-02,2.9460e-02
2.3564e-02,3.6293e-02,2.1784e-02,3.0144e-02
2.1703e-02,3.2139e-02,1.8220e-02,2.7445e-02
2.4294e-02,3.7720e-02,2.0923e-02,3.2894e-02
2.4423e-02,3.3513e-02,2.1501e-02,3.1309e-02
2.1722e-02,3.6507e-02,1.9349e-02,2.9076e-02
2.3692e-02,3.2354e-02,2.0655e-02,3.1499e-02
2.6283e-02,3.7934e-02,1.8488e-02,2.8151e-02
2.5254e-02,3.2528e-02,1.9724e-02,2.7221e-02
2.3251e-02,3.7211e-02,2.1390e-02,3.2429e-02
2.2750e-02,3.4732e-02,1.8633e-02,2.9983e-02
2.4864e-02,3.5181e-02,2.0264e-02,3.0402e-02
2.5107e-02,3.1912e-02,1.8974e-02,3.2785e-02
2.2516e-02,3.8323e-02,2.0161e-02,2.7600e-02
2.2898e-02,3.3955e-02,1.9843e-02,3.0023e-02
2.5599e-02,3.6119e-02,2.1014e-02,2.9627e-02
2.6040e-02,3.4343e-02,2.0750e-02,2.8697e-02
2.3926e-02,3.5623e-02,1.8140e-02,3.0953e-02
2.2075e-02,3.2917e-02,2.1864e-02,2.8507e-02
2.4078e-02,3.6782e-02,1.9238e-02,3.1878e-02
2.4220e-02,3.3245e-02,2.0042e-02,2.9678e-02
2.2218e-02,3.7097e-02,1.8855e-02,3.0660e-02
2.3784e-02,3.4444e-02,2.1133e-02,2.7295e-02
2.5897e-02,3.5737e-02,1.9962e-02,3.2308e-02
2.5750e-02,3.3868e-02,1.8266e-02,3.1746e-02
2.3049e-02,3.5991e-02,2.0877e-02,2.7858e-02
2.2365e-02,3.1570e-02,1.9112e-02,3.1200e-02
2.4955e-02,3.8021e-02,2.1738e-02,2.9139e-02
2.4721e-02,3.4859e-02,1.9476e-02,2.8214e-02
2.2608e-02,3.5268e-02,2.1627e-02,3.2125e-02
2.3394e-02,3.2829e-02,1.8362e-02,2.8760e-02
2.5397e-02,3.7566e-02,2.0528e-02,3.0844e-02
2.6132e-02,3.2039e-02,2.1252e-02,3.0281e-02
2.3541e-02,3.7606e-02,1.9606e-02,2.9322e-02
2.1873e-02,3.3399e-02,2.0383e-02,3.2664e-02
2.4574e-02,3.6407e-02,1.8752e-02,2.7674e-02
2.4551e-02,3.2977e-02,2.1313e-02,3.2383e-02
2.1887e-02,3.6829e-02,1.9544e-02,2.7267e-02
2.3527e-02,3.4176e-02,2.0429e-02,3.0724e-02
2.6154e-02,3.5469e-02,1.8691e-02,2.9661e-02
2.5419e-02,3.4136e-02,1.9414e-02,2.9121e-02
2.3380e-02,3.6259e-02,2.1688e-02,3.1263e-02
2.2622e-02,3.1838e-02,1.8335e-02,2.7829e-02
2.4698e-02,3.8289e-02,2.0590e-02,3.1820e-02
2.4978e-02,3.4591e-02,1.8205e-02,3.0907e-02
2.2351e-02,3.5000e-02,2.0938e-02,2.8742e-02
2.3063e-02,3.2561e-02,1.9051e-02,3.2199e-02
2.5727e-02,3.7298e-02,2.1799e-02,2.8185e-02
2.5874e-02,3.2307e-02,2.0103e-02,2.7646e-02
2.3798e-02,3.7874e-02,1.8794e-02,3.2739e-02
2.2204e-02,3.3667e-02,2.1194e-02,2.9305e-02
2.4243e-02,3.6675e-02,1.9900e-02,3.0345e-02
2.4092e-02,3.3352e-02,2.0812e-02,2.8088e-02
2.2052e-02,3.6347e-02,1.8078e-02,3.1516e-02
2.3949e-02,3.2193e-02,2.1926e-02,2.9001e-02
2.6026e-02,3.7773e-02,1.9177e-02,3.1338e-02
2.5585e-02,3.2689e-02,1.8913e-02,3.0431e-02
2.2920e-02,3.7385e-02,2.0222e-02,2.9908e-02
2.2493e-02,3.4893e-02,1.9885e-02,3.2446e-02
2.5121e-02,3.5342e-02,2.1076e-02,2.7158e-02
2.4850e-02,3.1751e-02,1.9663e-02,2.9552e-02
2.2773e-02,3.8162e-02,2.1432e-02,3.0052e-02
2.3228e-02,3.3794e-02,1.8572e-02,2.7537e-02
2.5268e-02,3.5958e-02,2.0325e-02,3.2802e-02
2.6297e-02,3.4504e-02,2.1562e-02,3.1895e-02
2.3669e-02,3.5784e-02,1.9288e-02,2.8444e-02
2.1744e-02,3.3077e-02,2.0716e-02,3.0982e-02
2.4409e-02,3.6943e-02,1.8427e-02,2.8622e-02
2.4317e-02,3.4290e-02,1.9127e-02,2.7129e-02
2.1689e-02,3.5569e-02,2.1723e-02,3.2521e-02
2.3577e-02,3.2863e-02,1.8281e-02,2.9891e-02
2.6242e-02,3.6728e-02,2.0861e-02,3.0494e-02
2.5213e-02,3.1965e-02,2.1148e-02,3.1401e-02
2.3136e-02,3.8376e-02,1.9946e-02,2.8984e-02
2.2590e-02,3.4009e-02,2.0057e-02,3.1591e-02
2.4758e-02,3.6172e-02,1.8840e-02,2.8059e-02
2.5066e-02,3.2474e-02,2.0368e-02,2.8605e-02
2.2401e-02,3.7171e-02,1.8767e-02,3.1045e-02
2.2865e-02,3.4678e-02,2.1236e-02,2.8415e-02
2.5493e-02,3.5127e-02,1.9621e-02,3.1970e-02
2.5934e-02,3.3566e-02,1.8346e-02,3.2877e-02
2.3894e-02,3.6561e-02,2.0544e-02,2.7508e-02
2.1960e-02,3.2407e-02,1.9460e-02,3.0115e-02
2.4037e-02,3.7988e-02,2.1642e-02,2.9535e-02
2.4188e-02,3.2093e-02,1.8649e-02,3.1654e-02
2.2112e-02,3.7660e-02,2.0249e-02,2.7950e-02
2.3743e-02,3.3452e-02,1.9740e-02,3.1108e-02
2.5782e-02,3.6460e-02,2.1355e-02,2.9231e-02
2.5635e-02,3.4806e-02,2.0670e-02,2.9770e-02
2.3008e-02,3.5214e-02,1.8473e-02,3.0568e-02
2.2259e-02,3.2776e-02,2.1516e-02,2.7387e-02
2.4923e-02,3.7512e-02,1.9334e-02,3.2216e-02
2.4606e-02,3.3921e-02,2.1849e-02,3.0189e-02
2.2567e-02,3.6045e-02,1.9254e-02,2.9414e-02
2.3288e-02,3.1624e-02,2.0735e-02,3.2572e-02
2.5364e-02,3.8075e-02,1.8155e-02,2.7766e-02
2.6099e-02,3.3191e-02,1.9828e-02,2.8306e-02
2.3435e-02,3.7043e-02,2.1030e-02,3.2061e-02
2.1832e-02,3.4390e-02,1.8959e-02,2.8852e-02
2.4459e-02,3.5683e-02,2.0176e-02,3.0752e-02
2.4482e-02,3.3942e-02,1.8821e-02,2.9368e-02
2.1818e-02,3.6079e-02,2.0069e-02,3.0235e-02
2.3449e-02,3.1925e-02,1.9935e-02,2.7720e-02
2.6076e-02,3.8363e-02,2.1168e-02,3.2618e-02
2.5341e-02,3.2957e-02,2.0965e-02,3.2079e-02
2.3302e-02,3.6795e-02,1.8170e-02,2.8260e-02
2.2553e-02,3.4303e-02,2.1834e-02,3.0798e-02
2.4629e-02,3.5610e-02,1.9024e-02,2.8806e-02
2.4900e-02,3.2340e-02,2.1654e-02,2.7904e-02
2.2273e-02,3.7894e-02,1.9441e-02,3.1700e-02
2.2994e-02,3.3526e-02,2.0563e-02,2.9185e-02
2.5658e-02,3.6548e-02,1.8300e-02,3.1154e-02
2.5805e-02,3.4772e-02,1.9510e-02,3.0614e-02
2.3729e-02,3.5194e-02,2.1340e-02,2.9724e-02
2.2126e-02,3.2488e-02,1.8664e-02,3.2262e-02
2.4165e-02,3.7224e-02,2.0479e-02,2.7341e-02
2.4023e-02,3.2816e-02,1.9322e-02,3.1091e-02
2.1983e-02,3.7526e-02,2.1535e-02,2.8559e-02
2.3871e-02,3.4873e-02,1.8453e-02,3.2016e-02
2.5948e-02,3.5308e-02,2.0681e-02,2.8369e-02
2.5507e-02,3.3439e-02,2.1466e-02,2.7462e-02
2.2842e-02,3.6420e-02,1.9636e-02,3.2923e-02
2.2424e-02,3.1999e-02,2.0352e-02,2.9489e-02
2.5052e-02,3.7593e-02,1.8538e-02,3.0161e-02
2.4772e-02,3.4431e-02,2.0195e-02,3.2567e-02
2.2695e-02,3.5697e-02,1.8947e-02,2.7083e-02
2.3159e-02,3.3258e-02,2.1041e-02,3.0540e-02
2.5199e-02,3.7137e-02,1.9809e-02,2.9845e-02
2.6228e-02,3.1610e-02,1.8051e-02,2.8938e-02
2.3600e-02,3.8035e-02,2.0846e-02,3.1447e-02
2.1666e-02,3.3828e-02,1.9142e-02,2.8013e-02
2.4331e-02,3.5978e-02,2.1952e-02,3.1637e-02
2.4386e-02,3.1825e-02,2.0517e-02,3.0006e-02
2.1758e-02,3.8249e-02,1.8381e-02,2.9598e-02
2.3655e-02,3.4042e-02,2.1608e-02,3.2756e-02
2.6320e-02,3.6192e-02,1.9487e-02,2.7583e-02
2.5291e-02,3.4216e-02,1.8741e-02,2.8490e-02
2.3214e-02,3.5482e-02,2.0402e-02,3.1849e-02
2.2787e-02,3.3044e-02,1.9587e-02,2.8668e-02
2.4827e-02,3.6923e-02,2.1263e-02,3.0936e-02
2.5144e-02,3.3653e-02,1.9981e-02,3.1470e-02
2.2479e-02,3.6635e-02,2.1122e-02,2.8134e-02
2.2934e-02,3.2213e-02,1.8867e-02,3.1292e-02
2.5562e-02,3.7807e-02,2.0023e-02,2.9047e-02
2.6003e-02,3.2602e-02,2.1757e-02,2.9954e-02
2.3963e-02,3.7311e-02,1.9100e-02,3.0385e-02
2.2038e-02,3.4658e-02,2.0888e-02,2.7204e-02
2.4115e-02,3.5094e-02,1.8247e-02,3.2400e-02
2.4257e-02,3.4987e-02,2.0995e-02,2.8788e-02
2.2181e-02,3.5409e-02,1.9855e-02,3.0861e-02
2.3821e-02,3.2702e-02,2.0149e-02,2.8231e-02
2.5860e-02,3.7425e-02,1.8993e-02,3.2153e-02
2.5713e-02,3.2126e-02,1.9219e-02,3.2693e-02
2.3086e-02,3.7680e-02,2.1876e-02,2.7692e-02
2.2328e-02,3.3312e-02,1.8128e-02,3.0299e-02
2.4992e-02,3.6333e-02,2.0769e-02,2.9351e-02
2.4684e-02,3.3171e-02,1.8499e-02,2.7313e-02
2.2645e-02,3.7010e-02,2.0635e-02,3.2337e-02
2.3357e-02,3.4518e-02,1.9368e-02,2.9707e-02
2.5433e-02,3.5824e-02,2.1489e-02,3.0678e-02
2.6168e-02,3.3727e-02,2.0276e-02,3.1246e-02
2.3504e-02,3.5864e-02,1.8614e-02,2.9167e-02
2.1910e-02,3.1711e-02,2.1370e-02,3.1774e-02
2.4537e-02,3.8149e-02,1.9713e-02,2.7875e-02
